Geneid,RH_1,RH_2,RH_3,RH_4,Mock_1,Mock_2,Mock_3,Mock_4
LOC107986375,0,0,0,0,0,0,0,0
LOC107986376,0,0,0,0,0,0,0,0
LOC107986377,0,0,0,0,0,0,0,0
LOC107986379,0,0,0,0,0,0,0,0
LOC107986380,0,0,0,0,0,0,0,0
LOC107986381,0,0,0,0,0,0,0,1
LOC107986382,0,0,0,0,0,0,0,0
LOC107986383,1,0,0,0,0,0,2,0
LOC107986384,0,0,0,0,0,0,0,0
LOC107986385,1,0,0,1,1,4,0,2
LOC107986386,0,0,0,0,0,0,0,0
LOC107986387,0,0,0,0,0,0,0,0
LOC107986388,0,0,0,0,0,0,0,0
LOC107986391,0,0,2,0,0,0,0,0
LOC107986392,0,0,0,0,0,0,0,0
LOC107986395,0,0,0,0,0,0,0,0
LOC107986396,0,0,0,0,0,0,0,0
LOC107986396_1,0,0,0,0,0,0,0,0
LOC107986397,0,0,0,0,0,2,1,0
LOC107986399,0,0,0,0,0,1,0,0
LOC107986400,0,0,0,0,0,0,0,0
LOC107986401,0,0,0,1,3,0,0,0
LOC107986403,0,0,0,0,2,2,0,1
LOC107986405,0,0,0,0,0,0,0,0
LOC107986406,0,0,0,0,0,0,0,0
LOC107986409,0,0,0,0,0,0,0,0
LOC107986414,0,0,0,0,0,0,0,0
LOC107986415,0,0,0,0,0,0,0,0
LOC107986416,0,0,0,0,0,0,0,0
LOC107986419,0,0,0,0,1,0,1,0
LOC107986420,0,0,0,0,0,0,0,0
LOC107986422,0,0,0,0,0,0,1,0
LOC107986423,0,0,0,0,0,0,0,0
LOC107986426,1,0,1,0,0,0,0,0
LOC107986428,1,1,1,0,5,0,2,1
LOC107986430,0,0,0,0,0,0,0,0
LOC107986432,40,86,46,20,279,358,282,147
LOC107986433,13,13,8,1,46,52,38,21
LOC107986434,0,1,0,0,0,0,3,0
LOC107986436,0,0,0,0,1,1,0,0
LOC107986437,48,14,9,10,250,86,63,134
LOC107986438,0,0,0,0,0,0,0,0
LOC107986440,0,0,0,0,0,0,0,0
LOC107986441,0,0,0,0,0,0,0,0
LOC107986444,0,0,0,0,0,0,0,0
LOC107986446,1,0,0,0,0,0,0,0
LOC107986448,0,0,0,0,0,0,0,0
LOC107986449,0,0,0,0,0,0,0,0
LOC107986453,0,0,0,0,0,0,0,0
LOC107986454,0,0,0,0,1,0,1,0
LOC107986455,1,2,3,2,14,6,10,4
LOC107986457,5,13,10,6,27,22,27,21
LOC107986458,0,0,0,0,0,0,0,0
LOC107986459,0,0,0,0,0,0,0,0
LOC107986461,0,0,0,1,0,0,0,0
LOC107986462,0,0,0,0,0,0,0,0
LOC107986463,10,23,8,6,111,160,97,77
LOC107986464,0,0,0,0,1,0,0,0
LOC107986465,18,14,24,4,17,6,15,2
LOC107986466,0,0,0,0,0,0,0,0
LOC107986467,0,1,0,0,0,0,0,1
LOC107986468,0,0,0,0,1,0,0,0
LOC107986472,0,0,0,0,0,0,0,0
LOC107986473,0,0,0,0,0,0,0,0
LOC107986474,0,0,0,0,0,0,0,0
LOC107986475,0,0,1,0,0,1,1,0
LOC107986476,5,3,1,1,10,3,13,3
LOC107986478,0,0,0,1,0,1,0,0
LOC107986479,0,0,0,0,0,0,0,0
LOC107986482,9,15,6,2,39,52,27,17
LOC107986484,0,0,0,0,0,0,0,0
LOC107986487,0,0,0,0,0,0,0,0
LOC107986489,0,0,0,0,0,0,1,0
LOC107986493,0,0,0,0,0,0,0,0
LOC107986494,0,0,0,0,0,0,0,0
LOC107986494_1,0,0,0,0,0,0,0,0
LOC107986512,0,0,1,0,0,0,0,0
LOC107986514,2,1,0,0,2,1,0,0
LOC107986516,0,0,0,0,0,2,1,2
LOC107986522,2,2,1,0,4,2,2,2
LOC107986523,0,0,0,0,0,0,0,0
LOC107986524,0,0,0,0,1,0,0,0
LOC107986525,1,0,0,0,0,0,0,0
LOC107986528,0,1,0,0,0,0,0,0
LOC107986529,0,1,0,0,1,0,1,0
LOC107986530,0,0,0,0,1,0,0,0
LOC107986531,0,0,1,0,0,0,0,0
LOC107986537,0,0,0,0,0,0,1,1
LOC107986538,0,0,0,0,0,0,0,0
LOC107986539,0,0,0,0,0,0,0,0
LOC107986540,0,0,0,0,0,0,0,0
LOC107986541,0,0,0,0,0,0,0,0
LOC107986543,0,0,0,0,0,0,0,0
LOC107986546,0,0,0,0,0,0,0,0
LOC107986547,0,0,1,0,0,0,2,0
LOC107986548,0,0,0,0,0,0,0,0
LOC107986549,0,0,1,0,0,0,0,0
LOC107986550,0,0,0,0,0,0,0,0
LOC107986552,0,0,0,0,0,0,0,0
LOC107986555,0,0,0,0,0,0,0,0
LOC107986556,2,1,5,1,3,3,2,2
LOC107986557,0,0,0,0,1,0,0,0
LOC107986558,1,0,1,1,0,0,0,1
LOC107986559,0,0,2,0,0,0,0,0
LOC107986560,0,0,0,0,0,0,0,0
LOC107986561,0,0,0,0,0,0,0,0
LOC107986562,0,0,0,0,0,0,0,0
LOC107986564,0,0,0,0,0,0,0,0
LOC107986567,0,0,0,0,0,0,0,0
LOC107986570,0,0,0,0,0,0,0,0
LOC107986571,0,0,0,0,0,0,1,0
LOC107986573,0,0,0,0,0,0,0,1
LOC107986575,0,0,0,0,0,0,0,0
LOC107986578,0,0,0,0,0,0,0,0
LOC107986579,0,0,0,0,0,0,0,0
LOC107986583,0,0,0,0,0,0,0,0
LOC107986583_1,0,0,0,0,0,0,0,0
LOC107986586,0,0,0,0,0,0,0,0
LOC107986586_1,0,0,0,0,0,0,0,0
LOC107986590,0,0,0,0,0,0,0,0
LOC107986594,0,0,0,0,0,0,0,0
LOC107986595,0,5,3,2,2,5,5,2
LOC107986596,0,0,0,0,0,0,0,0
LOC107986599,0,0,1,0,1,0,0,2
LOC107986601,0,0,0,0,0,0,0,0
LOC107986602,0,0,0,0,0,0,0,0
LOC107986606,0,1,0,0,0,0,0,0
LOC107986607,0,0,0,0,0,0,0,0
LOC107986608,0,0,0,0,0,0,0,0
LOC107986610,0,0,0,0,0,0,0,0
LOC107986611,0,0,0,0,0,0,0,0
LOC107986613,0,0,0,0,1,1,0,0
LOC107986614,0,0,0,0,0,0,0,0
LOC107986617,0,0,0,0,0,0,0,0
LOC107986619,0,0,0,0,0,0,0,0
LOC107986620,0,0,0,0,0,0,0,0
LOC107986621,0,0,0,0,0,0,0,0
LOC107986623,0,0,0,0,0,0,0,0
LOC107986624,0,0,0,0,0,0,0,0
LOC107986625,0,0,0,0,0,0,0,0
LOC107986626,0,0,1,0,0,0,0,0
LOC107986627,0,0,0,0,0,0,0,0
LOC107986629,0,1,1,0,6,2,2,3
LOC107986631,9,5,5,6,187,42,154,191
LOC107986632,0,0,0,0,0,0,0,0
LOC107986633,0,0,0,0,0,0,0,0
LOC107986634,0,1,0,0,0,0,0,0
LOC107986635,1,0,0,0,1,0,0,0
LOC107986636,0,0,0,0,0,0,1,0
LOC107986637,0,0,0,0,1,0,0,0
LOC107986638,0,0,0,0,0,0,0,0
LOC107986639,0,0,3,0,0,0,0,0
LOC107986640,0,0,0,0,0,0,0,0
LOC107986642,0,0,0,0,0,0,0,0
LOC107986644,0,0,0,0,0,0,0,0
LOC107986650,0,0,1,0,0,1,2,1
LOC107986651,0,0,0,0,0,0,0,0
LOC107986652,0,0,0,0,0,0,0,0
LOC107986654,0,0,0,0,0,0,0,0
LOC107986656,3,0,0,1,8,6,12,3
LOC107986659,0,0,2,0,0,1,1,0
LOC107986660,2,1,4,1,8,6,8,4
LOC107986661,0,0,0,0,0,0,0,0
LOC107986663,0,0,0,0,0,0,0,0
LOC107986667,0,0,0,0,0,0,0,0
LOC107986668,0,0,0,0,0,0,0,0
LOC107986668_1,0,0,0,0,0,0,0,0
LOC107986669,1,0,0,0,1,0,1,0
LOC107986671,0,0,0,0,0,0,0,0
LOC107986672,0,0,0,0,0,0,0,0
LOC107986673,0,0,0,0,0,2,0,0
LOC107986674,0,0,2,0,0,0,1,0
LOC107986675,0,0,2,0,6,0,5,0
LOC107986676,0,0,0,0,0,0,0,0
LOC107986676_1,0,0,0,0,0,0,0,0
LOC107986699,0,2,0,0,0,0,1,1
LOC107986707,3,5,4,0,4,1,3,2
LOC107986709,0,0,0,0,1,0,0,0
LOC107986710,0,0,0,0,0,1,0,2
LOC107986715,5,1,1,1,19,3,6,10
LOC107986716,0,0,0,0,0,0,0,0
LOC107986717,0,0,0,0,0,0,0,0
LOC107986719,0,0,0,0,0,0,0,0
LOC107986720,0,0,0,0,0,0,0,0
LOC107986721,0,0,0,0,0,0,0,0
LOC107986722,0,0,0,0,0,0,0,0
LOC107986733,0,0,0,0,0,0,0,0
LOC107986734,0,0,0,0,0,0,0,1
LOC107986735,0,0,0,0,0,0,0,0
LOC107986736,0,0,0,0,0,0,0,0
LOC107986738,0,0,0,0,0,0,0,0
LOC107986741,0,0,0,0,0,0,0,0
LOC107986742,0,1,0,0,1,0,0,0
LOC107986743,0,0,0,0,0,0,0,0
LOC107986744,0,0,0,0,0,0,0,0
LOC107986745,0,0,0,0,0,0,0,0
LOC107986746,0,0,0,0,0,0,0,0
LOC107986747,0,0,0,0,0,0,0,0
LOC107986749,1,0,0,0,0,1,0,0
LOC107986750,0,0,1,0,0,0,0,0
LOC107986759,0,0,1,0,1,0,6,0
LOC107986760,0,0,0,0,0,0,0,0
LOC107986763,0,0,0,0,1,0,0,0
LOC107986764,0,0,0,0,1,0,0,0
LOC107986766,1,0,0,0,0,0,0,0
LOC107986767,0,0,0,0,0,0,0,2
LOC107986768,0,2,0,0,1,2,1,2
LOC107986770,0,0,0,0,0,0,0,0
LOC107986772,0,0,0,0,0,0,0,0
LOC107986773,0,0,0,0,0,0,0,0
LOC107986774,0,0,0,0,0,0,0,0
LOC107986775,0,0,0,0,0,0,0,0
LOC107986776,0,0,0,0,0,0,0,0
LOC107986777,0,0,0,0,0,0,0,0
LOC107986781,0,0,0,0,0,0,0,0
LOC107986782,0,0,0,0,0,0,0,0
LOC107986785,0,1,2,1,2,1,5,1
LOC107986787,0,0,0,0,0,0,0,0
LOC107986789,0,0,0,0,0,0,0,0
LOC107986790,0,0,0,0,0,0,0,0
LOC107986794,0,0,0,0,0,1,2,0
LOC107986796,0,0,0,0,0,0,0,0
LOC107986800,0,0,0,1,0,1,1,0
LOC107986812,0,0,0,0,0,0,0,0
LOC107986813,0,0,0,0,0,0,0,0
LOC107986815,0,0,0,0,1,0,0,0
LOC107986816,0,1,2,0,0,0,0,0
LOC107986817,0,0,0,0,0,0,0,0
LOC107986819,0,0,0,0,0,0,0,0
LOC107986821,0,0,0,0,0,0,0,0
LOC107986822,0,0,1,0,0,0,1,0
LOC107986823,0,0,0,0,0,0,0,0
LOC107986825,0,0,0,0,0,0,0,0
LOC107986826,0,0,0,0,0,0,0,0
LOC107986829,0,0,0,0,0,0,0,0
LOC107986832,0,0,0,0,0,0,1,0
LOC107986833,0,0,0,0,0,0,0,0
LOC107986834,0,0,0,0,0,0,0,0
LOC107986835,0,0,0,0,0,0,0,0
LOC107986836,0,0,0,0,0,0,0,0
LOC107986837,0,0,0,0,0,0,0,0
LOC107986838,0,0,0,0,0,0,0,0
LOC107986840,0,0,0,0,0,0,0,0
LOC107986841,0,0,0,0,0,0,0,0
LOC107986843,0,0,0,0,0,0,0,0
LOC107986845,0,0,0,0,0,2,0,0
LOC107986847,0,1,1,0,3,0,0,0
LOC107986849,0,0,0,0,0,0,0,0
LOC107986852,0,0,2,0,2,3,2,1
LOC107986853,152,124,77,83,324,198,152,231
LOC107986854,0,0,0,0,0,0,3,4
LOC107986855,0,0,0,0,0,1,3,1
LOC107986856,2,12,4,9,44,73,77,92
LOC107986858,0,0,0,0,1,0,0,0
LOC107986860,1,0,1,0,0,0,3,0
LOC107986864,0,0,0,0,0,0,0,0
LOC107986865,0,0,0,0,0,0,0,0
LOC107986868,0,0,0,0,0,0,0,0
LOC107986872,0,0,0,0,0,0,0,0
LOC107986876,3,3,1,2,1,3,5,3
LOC107986882,0,0,0,0,0,0,0,0
LOC107986883,0,0,0,0,0,0,0,0
LOC107986884,0,0,0,0,0,0,0,0
LOC107986885,0,0,0,0,0,0,0,0
LOC107986886,0,0,0,0,0,0,0,0
LOC107986887,0,0,0,0,0,0,0,0
LOC107986888,0,0,0,0,0,0,0,0
LOC107986890,0,0,0,0,0,0,0,0
LOC107986891,0,0,0,0,0,0,0,0
LOC107986892,0,0,0,0,0,0,0,0
LOC107986893,0,0,0,0,0,0,0,0
LOC107986894,0,0,0,0,0,0,0,0
LOC107986895,0,0,0,0,0,0,0,0
LOC107986896,0,0,0,0,0,0,0,0
LOC107986897,0,0,0,0,0,0,0,0
LOC107986899,0,0,0,0,0,0,0,0
LOC107986901,0,0,0,0,0,0,0,0
LOC107986902,0,0,0,0,0,0,0,0
LOC107986903,0,0,0,0,0,0,0,0
LOC107986904,0,0,0,2,0,0,0,0
LOC107986905,0,0,0,0,0,0,0,0
LOC107986906,0,1,4,2,17,3,19,7
LOC107986907,0,0,0,0,0,0,0,0
LOC107986908,0,0,0,0,0,0,0,0
LOC107986909,0,0,0,0,0,0,0,0
LOC107986909_1,0,0,0,0,0,0,0,0
LOC107986910,0,0,0,0,0,0,0,0
LOC107986910_1,0,0,0,0,0,0,0,0
LOC107986913,0,0,0,0,0,0,0,0
LOC107986913_1,1,0,0,0,0,0,0,0
LOC107986918,0,0,1,0,0,0,0,0
LOC107986919,0,0,0,0,0,0,0,0
LOC107986920,0,1,0,0,1,1,1,0
LOC107986921,0,0,0,0,0,0,0,0
LOC107986922,0,0,0,0,0,0,0,0
LOC107986922_1,0,0,0,0,0,0,0,0
LOC107986924,561,566,393,292,80,59,19,38
LOC107986925,0,0,0,0,0,0,0,0
LOC107986926,2,0,0,0,1,1,0,0
LOC107986930,1,2,2,1,9,7,11,3
LOC107986931,0,0,0,1,0,0,1,0
LOC107986932,0,0,0,0,0,0,0,0
LOC107986933,0,0,0,0,0,0,0,0
LOC107986934,0,0,0,0,0,0,0,0
LOC107986935,0,0,0,1,0,0,0,0
LOC107986938,0,1,0,0,0,0,0,0
LOC107986939,2,5,9,4,32,30,30,30
LOC107986940,0,0,0,0,1,0,0,0
LOC107986941,0,0,0,0,0,0,0,0
LOC107986941_1,0,0,0,0,0,0,0,0
LOC107986942,0,0,0,0,0,0,0,0
LOC107986943,0,0,0,0,0,0,0,0
LOC107986945,0,1,0,0,0,0,0,0
LOC107986946,0,0,0,0,0,0,0,0
LOC107986949,116,60,59,51,98,56,45,45
LOC107986950,2,3,0,3,13,24,15,29
LOC107986951,0,0,0,0,0,0,0,0
LOC107986952,0,0,0,0,0,0,0,0
LOC107986953,0,0,0,0,0,0,0,0
LOC107986954,0,0,0,0,0,0,0,0
LOC107986955,0,0,0,0,0,0,0,0
LOC107986956,0,0,0,0,0,0,0,0
LOC107986957,0,0,0,0,0,0,0,0
LOC107986964,0,0,0,0,0,0,0,0
LOC107986965,0,0,0,0,0,0,0,0
LOC107986966,0,0,0,0,0,0,0,0
LOC107986968,0,0,0,0,0,0,0,0
LOC107986970,0,0,0,0,0,0,0,1
LOC107986972,0,0,0,0,0,0,0,0
LOC107986976,0,0,0,0,0,1,1,0
LOC107986978,0,0,0,0,0,0,0,0
LOC107986979,0,0,0,0,0,0,0,0
LOC107986981,4,2,5,1,19,4,7,1
LOC107986982,57,24,61,40,42,34,39,22
LOC107986985,0,0,0,0,0,3,7,0
LOC107986986,3,5,4,8,1,0,0,2
LOC107986986_1,0,0,0,0,0,0,0,0
LOC107986990,0,0,0,0,0,0,0,0
LOC107986992,0,0,0,0,0,1,0,0
LOC107986993,0,0,0,0,0,0,0,0
LOC107986995,0,0,0,0,0,0,0,0
LOC107986997,1,0,6,1,13,4,17,7
LOC107987000,0,0,1,0,0,0,0,0
LOC107987003,0,0,0,0,0,0,0,0
LOC107987004,0,0,0,0,0,0,0,0
LOC107987007,0,0,0,0,0,0,0,0
LOC107987008,0,0,0,0,0,0,0,0
LOC107987009,0,0,0,0,0,0,0,0
LOC107987011,0,1,0,1,0,0,0,0
LOC107987012,0,0,0,0,0,0,1,0
LOC107987013,0,0,0,0,0,0,0,0
LOC107987014,0,0,0,0,0,0,0,0
LOC107987016,0,0,0,0,0,0,0,0
LOC107987020,2,4,4,1,20,9,7,16
LOC107987025,0,0,0,0,1,0,0,0
LOC107987026,0,0,0,0,0,0,0,0
LOC107987027,0,0,0,0,0,0,0,0
LOC107987028,0,0,0,0,0,0,0,0
LOC107987029,0,0,0,0,0,0,0,0
LOC107987031,0,0,0,1,0,0,0,0
LOC107987032,0,0,0,0,0,0,0,0
LOC107987033,0,1,0,0,0,0,0,0
LOC107987037,0,0,0,0,0,0,0,0
LOC107987038,0,0,0,0,0,0,0,0
LOC107987039,0,0,0,0,1,0,0,0
LOC107987040,0,0,0,0,0,0,0,0
LOC107987042,0,0,0,0,0,0,0,0
LOC107987043,19,23,7,4,46,48,23,10
LOC107987046,0,0,0,0,0,0,0,0
LOC107987049,0,0,0,0,0,0,0,0
LOC107987051,0,0,0,0,0,0,0,0
LOC107987053,0,0,0,0,0,0,0,0
LOC107987054,0,0,1,0,0,1,0,0
LOC107987056,0,0,0,0,0,0,0,0
LOC107987059,0,0,0,0,0,0,0,0
LOC107987060,0,0,1,0,3,0,4,0
LOC107987061,0,0,1,0,0,0,0,0
LOC107987064,0,0,0,0,0,0,0,1
LOC107987065,0,0,2,1,0,0,0,0
LOC107987067,0,0,0,0,0,0,0,0
LOC107987068,0,0,0,0,0,0,0,0
LOC107987069,0,0,0,0,0,0,0,0
LOC107987071,0,0,0,0,0,0,0,0
LOC107987073,0,0,0,0,0,0,0,0
LOC107987077,0,0,0,0,0,0,0,0
LOC107987078,0,0,0,0,0,0,0,0
LOC107987079,0,0,0,0,1,0,0,0
LOC107987081,3,5,4,6,8,6,3,5
LOC107987083,1,0,0,0,0,0,0,0
LOC107987084,0,0,0,0,0,0,0,0
LOC107987085,0,0,0,0,0,0,0,0
LOC107987086,0,0,0,0,0,0,0,0
LOC107987087,0,0,0,0,0,0,0,0
LOC107987088,0,0,0,0,0,0,0,0
LOC107987091,0,0,0,0,0,0,0,0
LOC107987094,0,0,0,0,0,0,1,0
LOC107987095,3,0,1,0,18,9,19,11
LOC107987097,19,24,27,14,124,111,149,103
LOC107987099,0,0,0,0,0,0,0,0
LOC107987100,0,0,0,0,0,0,0,0
LOC107987101,0,0,0,0,0,0,0,0
LOC107987102,1,0,0,0,0,0,1,0
LOC107987103,0,0,0,0,0,0,0,0
LOC107987104,0,0,0,0,0,2,3,0
LOC107987105,0,0,0,0,0,0,0,0
LOC107987107,1,0,0,0,0,0,0,1
LOC107987108,1,0,2,0,0,0,0,0
LOC107987109,0,0,0,0,0,0,0,1
LOC107987110,0,0,0,0,0,0,0,0
LOC107987111,0,0,0,0,0,1,0,0
LOC107987112,0,2,0,0,2,3,2,0
LOC107987114,0,0,0,0,0,0,0,0
LOC107987115,0,0,0,0,0,0,0,0
LOC107987116,0,0,0,0,1,0,1,0
LOC107987119,1,1,3,2,0,0,3,0
LOC107987120,0,0,0,0,0,0,0,0
LOC107987121,0,0,0,0,2,1,2,4
LOC107987122,0,0,0,0,0,0,0,0
LOC107987123,0,0,0,0,0,0,0,0
LOC107987125,0,0,0,0,0,0,0,0
LOC107987126,0,0,1,0,1,1,1,0
LOC107987129,0,0,0,0,0,0,1,0
LOC107987132,9,8,5,7,32,18,41,27
LOC107987133,0,0,1,1,6,8,2,2
LOC107987134,0,0,0,0,1,0,0,0
LOC107987137,0,0,0,1,0,0,0,0
LOC107987138,0,0,0,0,0,0,0,0
LOC107987140,1,0,1,0,5,1,4,2
LOC107987142,0,0,0,0,2,2,9,2
LOC107987143,0,0,0,0,0,0,0,0
LOC107987146,0,0,0,0,0,0,0,0
LOC107987151,0,0,0,0,0,0,0,0
LOC107987157,0,0,0,0,0,0,0,0
LOC107987157_1,0,0,0,0,0,0,0,0
LOC107987157_2,0,0,0,0,0,0,0,0
LOC107987160,0,0,0,0,0,0,0,0
LOC107987164,0,0,0,0,0,1,0,0
LOC107987165,0,0,0,0,0,0,0,0
LOC107987166,0,0,0,0,0,0,0,1
LOC107987169,0,0,0,0,0,0,0,0
LOC107987170,0,0,0,0,0,0,0,0
LOC107987171,3,0,1,0,2,0,0,2
LOC107987176,0,0,0,0,0,0,0,0
LOC107987177,0,0,0,0,0,0,0,0
LOC107987178,0,0,0,0,0,0,0,0
LOC107987180,0,0,2,0,0,0,0,0
LOC107987182,0,0,0,0,0,0,0,0
LOC107987189,0,0,0,0,0,0,0,0
LOC107987190,0,0,0,0,0,0,0,0
LOC107987191,0,0,0,0,0,0,0,0
LOC107987192,0,0,0,0,0,0,0,0
LOC107987192_1,0,0,0,0,0,0,0,0
LOC107987207,1,1,0,0,1,1,5,0
LOC107987209,110,127,99,49,21,22,30,12
LOC107987218,0,0,0,0,0,0,0,0
LOC107987218_1,0,0,0,0,0,0,0,0
LOC107987221,0,0,0,0,0,0,0,0
LOC107987223,8,6,18,4,29,6,13,2
LOC107987224,0,0,0,0,0,0,0,0
LOC107987227,0,0,0,0,0,0,0,0
LOC107987228,1,0,0,0,1,0,2,0
LOC107987234,0,0,0,0,0,0,0,0
LOC107987234_1,0,0,0,0,0,0,0,0
LOC107987236,0,0,0,0,0,0,0,0
LOC107987240,0,1,0,0,0,0,0,0
LOC107987243,0,1,1,1,0,1,1,0
LOC107987244,34,15,26,13,91,50,43,62
LOC107987245,59,49,34,35,409,296,286,341
LOC107987246,0,0,0,0,0,0,0,0
LOC107987247,0,0,0,0,0,0,0,0
LOC107987262,0,0,0,0,0,0,0,0
LOC107987266,0,1,0,0,2,0,1,0
LOC107987269,2,3,7,2,11,21,13,7
LOC107987270,0,0,0,0,0,0,0,0
LOC107987272,17,18,17,4,20,29,23,18
LOC107987280,0,0,0,0,0,0,0,0
LOC107987282,0,0,0,0,0,0,0,0
LOC107987284,0,0,0,0,0,0,0,0
LOC107987288,1,0,1,0,2,0,0,1
LOC107987292,2,1,3,0,12,14,2,3
LOC107987299,13,5,14,22,29,4,15,13
LOC107987300,0,0,0,0,0,0,0,0
LOC107987303,26,5,2,2,206,23,14,22
LOC107987311,0,0,0,0,0,0,0,0
LOC107987323,0,0,0,0,0,0,0,0
LOC107987325,0,0,0,0,0,0,0,0
LOC107987331,0,0,0,0,0,0,0,0
LOC107987334,0,0,0,0,0,0,0,0
LOC107987338,0,0,0,0,0,0,0,0
LOC107987339,0,0,0,0,0,0,0,0
LOC107987340,0,0,0,0,0,0,0,0
LOC107987342,0,0,0,0,0,0,0,0
LOC107987343,0,0,0,0,0,0,0,0
LOC107987346,0,0,15,6,0,0,56,53
LOC107987347,0,1,1,0,0,0,2,0
LOC107987348,0,0,0,0,0,0,0,0
LOC107987349,0,0,0,0,0,0,0,0
LOC107987350,0,0,0,0,0,0,0,0
LOC107987352,0,0,0,0,0,0,0,0
LOC107987353,0,0,0,0,0,0,0,0
LOC107987354,0,0,0,0,0,0,0,0
LOC107987355,0,0,0,0,0,0,0,0
LOC107987356,0,0,0,0,0,0,0,0
LOC107987357,0,0,0,0,0,0,0,0
LOC107987359,0,0,0,0,0,0,0,0
LOC107987365,0,0,0,0,0,0,0,0
LOC107987366,0,0,0,0,0,0,0,0
LOC107987370,0,0,0,0,0,0,0,0
LOC107987371,0,0,0,0,0,0,0,0
LOC107987372,0,0,0,0,0,0,1,0
LOC107987381,0,0,0,0,0,0,0,0
LOC107987382,0,0,0,0,0,0,0,0
LOC107987384,0,0,0,0,0,0,0,0
LOC107987386,0,0,0,0,0,0,0,0
LOC107987389,0,0,0,0,0,0,0,0
LOC107987392,0,0,0,0,1,0,0,0
LOC107987393,0,0,0,0,0,0,0,0
LOC107987401,0,0,0,0,0,0,0,0
LOC107987405,0,0,0,0,0,0,0,0
LOC107987407,0,0,0,0,0,0,0,0
LOC107987412,0,0,0,0,0,0,0,0
LOC107987413,0,0,0,0,0,0,0,0
LOC107987414,0,0,0,0,0,0,1,0
LOC107987417,1,0,0,2,2,0,4,1
LOC107987417_1,0,0,1,0,1,0,2,0
LOC107987418,0,0,0,0,0,0,0,0
LOC107987419,0,0,0,0,0,0,0,0
LOC107987420,0,0,0,0,0,0,0,0
LOC107987420_1,0,0,0,0,0,0,0,0
LOC107987420_2,0,0,0,0,0,0,0,0
LOC107987420_3,0,0,0,0,0,0,0,0
LOC107987421,0,0,0,0,0,0,0,0
LOC107987422,0,0,0,0,0,0,0,0
LOC107987423,0,0,0,0,0,0,0,0
LOC107987425,13,60,5,1,3,1,15,62
LOC107987426,0,0,0,0,0,0,0,0
LOC107987427,0,0,0,0,0,0,0,0
LOC107987429,0,0,0,0,0,1,0,0
LOC107987432,0,0,0,0,0,0,0,0
LOC107987433,0,0,0,0,0,0,0,0
LOC107987433_1,0,0,0,0,0,0,0,0
LOC107987435,0,0,0,0,0,0,0,0
LOC107987435_1,0,0,0,0,0,0,0,0
LOC107987440,0,0,0,0,0,0,0,0
LOC107987441,0,1,0,0,18,0,5,0
LOC107987443,0,0,0,0,0,0,0,0
LOC107987447,0,0,0,0,0,0,0,0
LOC107987452,0,0,0,0,0,0,0,0
LOC107987457,0,0,0,0,0,0,0,0
LOC107987461,0,0,0,0,0,0,0,0
LOC107987462,72,7,92,2,207,6,149,1
LOC107987463,0,0,0,0,0,0,0,0
LOC107987463_1,0,0,0,0,0,0,0,0
LOC107987463_2,0,0,0,0,0,0,0,0
LOC107987463_3,0,0,0,0,0,0,0,0
LOC107987463_4,0,0,0,0,0,0,0,0
LOC107987464,0,0,0,0,0,0,0,0
LOC107987467,0,0,0,0,0,1,0,0
LOC107987474,0,0,0,0,0,0,0,0
LOC107987478,0,0,0,0,1,0,0,0
LOC107987479,0,0,0,0,0,0,0,1
LOC107987545,3,0,0,0,4,0,1,0
LOC110091768,1,2,2,0,9,2,4,3
LOC110091776,0,0,0,0,0,0,0,0
LOC110091777,0,0,0,0,0,0,0,0
LOC110384692,0,0,0,0,0,0,0,0
LOC112267855,16,37,24,15,64,192,78,84
LOC112267858,0,0,0,0,0,0,0,0
LOC112267859,0,0,0,0,0,0,0,0
LOC112267865,0,0,0,0,0,0,0,0
LOC112267868,1,0,0,0,0,0,0,0
LOC112267871,0,0,0,0,0,0,0,0
LOC112267871_1,0,0,0,0,0,0,0,0
LOC112267879,0,1,1,0,0,0,0,0
LOC112267881,0,0,0,0,0,0,0,0
LOC112267881_1,0,0,0,0,0,0,0,0
LOC112267888,0,0,0,0,0,0,0,0
LOC112267890,0,0,0,0,0,0,0,0
LOC112267892,0,0,0,0,0,0,0,0
LOC112267896,0,0,0,0,0,0,0,0
LOC112267897,0,0,0,0,0,0,0,0
LOC112267899,0,0,0,0,3,2,1,1
LOC112267900,0,0,1,0,0,0,0,0
LOC112267901,0,0,1,0,0,0,0,0
LOC112267902,0,0,0,0,0,0,0,0
LOC112267902_1,0,0,0,0,0,0,0,0
LOC112267902_2,0,0,0,0,0,0,0,0
LOC112267902_3,0,0,0,0,0,0,0,0
LOC112267903,0,0,0,0,0,0,0,0
LOC112267908,0,0,0,0,0,0,0,0
LOC112267909,0,1,0,1,0,0,3,0
LOC112267910,0,0,0,0,0,0,0,0
LOC112267914,0,0,0,0,0,0,0,0
LOC112267917,1,1,0,0,2,6,2,0
LOC112267918,35,58,27,9,118,148,86,59
LOC112267932,0,0,0,0,0,0,0,0
LOC112267933,0,0,0,0,0,0,0,0
LOC112267934,0,0,0,0,0,0,0,0
LOC112267934_1,0,0,0,0,0,0,0,0
LOC112267936,0,0,0,0,0,0,1,0
LOC112267937,0,0,1,0,1,0,3,1
LOC112267942,0,0,0,0,0,0,0,0
LOC112267942_1,0,0,0,0,0,0,0,0
