Geneid,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,LPS_1,LPS_2,LPS_3,LPS_4
PSMD8,531,639,431,311,350,496,727,337
PSMD9,46,50,50,32,83,137,191,75
PSME1,103,0,52,0,7,1,5,3
PSME1_1,0,0,0,0,0,0,0,0
PSME2,26,22,32,8,93,44,105,77
PSME2_1,0,0,0,0,0,0,0,0
PSME3,699,720,430,352,1466,2491,3211,1577
PSME3IP1,1532,1107,750,705,4191,3539,5171,3343
PSME4,657,506,441,323,1824,1268,2580,1132
PSMF1,177,262,175,127,345,751,1069,484
PSMG1,179,344,90,101,23,19,38,9
PSMG2,74,35,54,27,116,57,216,99
PSMG3,19,56,30,17,57,110,146,41
PSMG3-AS1,8,14,18,11,15,43,86,23
PSMG4,21,15,17,4,25,27,72,5
PSORS1C1,0,0,0,0,0,0,0,0
PSORS1C1_1,0,0,0,0,0,0,0,0
PSORS1C1_2,0,0,0,0,0,0,0,0
PSORS1C1_3,0,0,0,0,0,0,0,0
PSORS1C1_4,0,0,0,0,0,0,0,0
PSORS1C1_5,0,0,0,0,0,0,0,0
PSORS1C2,0,0,0,0,0,0,0,0
PSORS1C2_1,0,0,0,0,0,0,0,0
PSORS1C2_2,0,0,0,0,0,0,0,0
PSORS1C2_3,0,0,0,0,0,0,0,0
PSORS1C2_4,0,0,0,0,0,0,0,0
PSORS1C2_5,0,0,0,0,0,0,0,0
PSORS1C3,0,0,0,0,0,0,1,0
PSORS1C3_1,0,0,0,0,0,0,0,0
PSORS1C3_2,0,0,0,0,0,0,0,0
PSORS1C3_3,0,0,0,0,0,0,0,0
PSORS1C3_4,0,0,0,0,1,0,0,1
PSORS1C3_5,0,0,0,0,0,0,0,0
PSORS1C3_6,0,0,0,0,0,0,0,0
PSPC1,512,508,284,280,749,788,1227,661
PSPH,6,1,2,0,3,1,19,0
PSPN,1,0,0,0,0,1,4,0
PSRC1,4,7,7,1,14,12,27,10
PSTK,2,3,1,1,6,5,20,8
PSTPIP1,417,615,298,198,617,3380,2344,981
PSTPIP2,746,220,339,400,5652,966,1840,2609
PTAFR,17624,16418,9809,8234,91442,89719,105586,66831
PTAR1,638,447,346,252,1096,546,1099,791
PTBP1,2304,2519,1690,1331,1213,1000,2511,1136
PTBP2,137,86,58,74,208,121,212,142
PTBP3,2818,2184,1100,1131,4241,3471,4780,3201
PTCD1,0,1,0,0,1,0,1,0
PTCD2,9,6,18,2,29,16,93,10
PTCD3,93,24,95,21,202,99,516,72
PTCH1,5,2,8,5,15,5,72,4
PTCH2,5,8,8,2,17,22,27,11
PTCHD1,0,0,0,1,0,0,2,0
PTCHD1-AS,0,0,0,0,0,0,1,0
PTCHD3,0,0,0,0,0,0,0,0
PTCHD3_1,0,0,0,0,0,1,0,0
PTCHD4,0,2,1,0,0,0,0,0
PTCRA,3,4,0,0,9,7,3,3
PTCSC1,93,26,20,28,355,26,41,31
PTCSC2,0,0,0,0,0,0,1,0
PTCSC3,0,0,0,0,0,0,0,0
PTDSS1,131,152,122,74,156,159,444,124
PTDSS2,6,3,7,0,7,4,23,4
PTDSS2_1,0,0,0,0,0,0,0,0
PTEN,1,1,0,0,0,4,0,0
PTEN_1,16,23,7,9,14,39,34,23
PTENP1,51,58,34,36,60,112,91,59
PTENP1-AS,0,0,0,0,0,0,0,0
PTER,16,12,9,1,18,26,69,13
PTF1A,0,0,0,0,0,0,0,1
PTGDR,11,7,19,7,29,10,64,8
PTGDR2,40,99,27,38,189,301,317,315
PTGDS,5,5,42,2,12,8,180,11
PTGER1,0,1,0,0,0,0,1,1
PTGER2,1451,515,260,323,1563,453,536,434
PTGER3,14,3,3,0,3,0,0,1
PTGER4,1252,901,682,810,5984,3093,4577,3628
PTGER4P2-CDK2AP2P2,0,0,0,0,0,0,0,0
PTGES,1546,1553,614,479,7127,9305,9465,4896
PTGES2,63,89,88,43,205,337,503,243
PTGES2-AS1,4,5,2,0,25,42,70,38
PTGES3,720,665,403,338,785,1114,1651,746
PTGES3L,0,1,0,0,0,2,1,1
PTGES3L-AARSD1,0,0,0,0,1,0,0,0
PTGFR,0,0,0,0,0,0,0,0
PTGFRN,2,2,2,0,1,3,6,2
PTGIR,45,44,19,11,143,345,170,119
PTGIS,0,1,1,0,2,0,1,1
PTGR1,1,0,1,1,2,1,1,0
PTGR2,5,2,5,0,9,4,33,4
PTGR3,176,220,141,84,127,544,456,169
PTGS1,202,135,97,68,1053,692,1402,601
PTGS2,2946,1747,1009,1454,16274,5830,4364,4283
PTH,0,0,0,0,0,0,0,0
PTH1R,0,0,1,0,0,0,0,0
PTH2,0,0,0,0,0,0,0,0
PTH2R,0,0,0,0,0,3,0,1
PTHLH,0,0,1,0,0,0,0,0
PTK2,21,13,52,8,43,35,223,27
PTK2B,6390,6264,4140,3841,20425,31818,29230,23506
PTK6,1,1,1,2,3,1,4,1
PTK7,2,0,5,5,3,0,23,3
PTMA,1324,1501,1188,1090,1161,803,3058,970
PTMAP11,1,1,2,0,3,0,2,1
PTMS,62,93,51,32,91,272,213,86
PTN,0,0,0,0,0,0,0,0
PTOV1,182,172,110,97,180,297,455,235
PTOV1-AS1,0,0,0,0,1,3,2,3
PTOV1-AS2,106,71,46,65,101,108,243,105
PTP4A1,0,0,0,0,0,0,0,0
PTP4A2,2014,2310,985,1122,5913,8440,9406,6222
PTP4A3,0,0,0,0,0,0,1,0
PTP4A3_1,0,0,0,0,0,0,0,0
PTP4A3_2,6,5,4,4,40,33,28,22
PTPA,51,34,84,30,110,137,424,78
PTPDC1,4,3,2,3,9,2,17,3
PTPMT1,20,24,27,16,92,58,145,66
PTPMT1_1,0,0,0,0,0,0,0,0
PTPN1,789,1090,804,397,2811,2077,3621,1440
PTPN11,373,216,200,124,931,477,1058,515
PTPN12,5307,4498,2194,2345,16593,12622,15481,9534
PTPN13,6,0,10,2,9,2,51,1
PTPN14,1,0,0,0,1,3,1,1
PTPN18,263,611,216,181,277,538,668,253
PTPN2,1248,1160,645,596,629,490,892,464
PTPN20,0,0,1,0,0,0,2,0
PTPN21,0,0,1,1,2,1,1,0
PTPN22,224,82,170,133,312,140,846,380
PTPN23,529,700,491,278,479,1134,1388,473
PTPN23-DT,11,6,3,6,19,14,30,8
PTPN3,1,0,0,0,0,0,1,0
PTPN4,39,12,62,29,115,26,348,66
PTPN5,0,0,1,0,1,1,1,0
PTPN6,3098,4086,2019,1626,21155,30870,30434,20275
PTPN7,386,417,303,259,1206,2401,2777,1873
PTPN9,118,82,75,64,130,94,237,83
PTPRA,198,246,177,112,277,267,626,250
PTPRB,0,0,4,1,0,0,17,0
PTPRC,14960,13277,8271,6481,65391,51189,79544,47175
PTPRC_1,26,66,8,2,33,60,1733,329
PTPRCAP,0,0,0,0,0,0,0,0
PTPRD,0,0,1,0,0,0,0,0
PTPRD-AS1,0,0,0,0,0,0,0,0
PTPRD-DT,0,0,0,0,0,0,0,0
PTPRE,4798,3795,1919,2904,14561,13245,13797,12327
PTPRF,1,0,0,2,1,1,6,1
PTPRG,0,0,0,1,0,0,2,1
PTPRG-AS1,0,0,0,0,0,0,0,0
PTPRH,0,0,0,0,0,0,1,0
PTPRJ,4521,4724,2235,2635,18287,23050,20880,16768
PTPRK,0,0,0,0,0,0,0,0
PTPRK_1,0,0,0,0,0,0,0,0
PTPRK-AS1,0,0,0,0,0,0,0,0
PTPRK-AS1_1,0,0,0,0,0,0,0,0
PTPRM,0,0,9,1,2,3,45,2
PTPRN,0,0,0,0,0,2,4,1
PTPRN2,45,49,92,50,155,156,719,171
PTPRN2-AS1,10,4,8,6,15,18,37,13
PTPRO,7,2,9,4,10,4,13,4
PTPRQ,0,0,0,0,0,0,0,0
PTPRR,0,0,0,0,0,0,0,0
PTPRS,7,3,30,2,30,18,138,21
PTPRS-AS1,0,0,0,0,0,0,0,0
PTPRT,0,0,0,0,0,0,0,0
PTPRT-AS1,0,0,0,0,0,0,0,0
PTPRT-DT,0,0,0,0,0,1,0,0
PTPRU,3,1,1,5,8,0,1,2
PTPRVP,0,1,1,0,7,5,14,2
PTPRZ1,0,0,0,0,0,0,0,0
PTRH1,0,0,0,0,0,0,0,0
PTRH2,27,22,19,13,45,63,89,57
PTRHD1,4,0,3,4,9,8,36,8
PTS,30,33,16,11,55,33,36,25
PTTG1,3,2,2,0,10,4,29,4
PTTG1IP,3868,3433,2109,1511,25068,20394,24949,15050
PTTG1IP2,0,0,0,0,0,0,0,0
PTTG2,1,2,1,0,10,6,1,7
PTTG3P,0,0,0,0,0,0,2,0
PTX3,305,329,201,277,232,91,205,98
