Geneid,RH_1,RH_2,RH_3,RH_4,LPS_1,LPS_2,LPS_3,LPS_4
SYCE1,0,0,4,0,0,0,6,1
SYCE1L,2,2,3,0,1,9,14,4
SYCE2,0,0,6,3,5,3,14,0
SYCE3,0,2,0,0,1,0,2,2
SYCN,0,0,0,0,0,0,0,0
SYCP1,0,0,0,0,0,0,0,0
SYCP2,103,117,90,103,28,16,68,13
SYCP2L,5,0,2,2,15,1,3,18
SYCP3,0,1,1,2,2,0,2,2
SYDE1,0,0,1,0,0,0,0,0
SYDE2,3,2,2,0,7,4,6,0
SYF2,436,529,410,265,2344,2729,3677,2376
SYK,3293,4434,1552,1624,7473,15195,12247,9828
SYMPK,102,211,206,101,352,275,624,300
SYN1,14,15,7,3,44,62,62,18
SYN2,6,18,4,4,1,5,2,4
SYN3,0,0,0,0,1,1,8,0
SYN3-AS1,0,0,0,0,1,1,0,0
SYNC,0,0,0,0,0,0,0,0
SYNCRIP,895,1015,817,696,727,408,1129,375
SYNDIG1,0,0,0,0,0,0,0,0
SYNDIG1L,19,6,18,7,34,56,50,39
SYNE1,523,409,537,314,1935,731,3030,1326
SYNE1-AS1,0,0,0,0,0,0,0,0
SYNE2,633,890,555,846,1794,1870,2808,2901
SYNE3,96,191,121,76,690,1801,1227,879
SYNE4,1,0,2,1,1,7,10,0
SYNGAP1,0,0,0,0,0,6,7,1
SYNGAP1_1,0,0,0,0,2,0,1,1
SYNGAP1-AS1,0,0,0,0,0,0,0,0
SYNGAP1-AS1_1,0,0,0,0,0,0,0,0
SYNGR1,2,1,3,3,12,6,13,4
SYNGR2,396,471,1071,382,1158,1182,2437,1373
SYNGR3,0,0,0,0,0,0,0,0
SYNGR3_1,0,0,0,0,0,0,0,0
SYNGR4,0,0,1,0,0,0,0,0
SYNJ1,746,689,573,440,2402,1346,2219,1395
SYNJ2,119,154,286,89,2948,2529,3811,1599
SYNJ2BP,11,1,25,4,55,23,195,15
SYNJ2BP-COX16,0,0,0,0,0,0,0,0
SYNJ2-IT1,0,0,0,0,0,0,0,0
SYNM,68,38,40,35,189,18,79,71
SYNM-AS1,0,0,0,0,0,0,0,0
SYNPO,0,0,1,0,0,1,24,7
SYNPO2,2,0,1,0,13,7,19,13
SYNPO2L,0,0,0,0,0,0,0,0
SYNPO2L-AS1,0,0,0,0,0,0,0,0
SYNPR,0,0,0,0,0,0,0,0
SYNPR-AS1,0,0,0,0,0,0,0,0
SYNRG,0,0,0,0,0,6,1,4
SYNRG_1,0,0,8,0,1,1,0,0
SYP,7,11,7,3,10,7,31,7
SYP-AS1,0,0,0,0,0,0,2,0
SYPL1,265,338,289,191,501,315,550,319
SYPL2,0,0,0,0,0,0,0,1
SYS1,148,161,211,117,627,637,939,507
SYS1-DBNDD2,0,0,0,0,0,0,0,0
SYT1,0,0,1,0,0,1,0,0
SYT10,0,0,0,0,0,0,0,0
SYT11,46,44,69,24,71,109,348,126
SYT12,0,0,0,1,0,0,0,0
SYT13,0,0,0,0,0,0,0,0
SYT14,0,0,0,0,1,0,1,1
SYT14P1,0,0,0,0,0,0,0,0
SYT15,0,0,0,0,1,0,3,0
SYT15-AS1,0,0,0,0,0,0,0,0
SYT15B,0,0,0,0,0,0,0,0
SYT15B_1,0,0,0,0,0,0,0,0
SYT16,0,0,0,0,0,1,0,0
SYT17,0,1,2,0,3,2,6,1
SYT2,7,10,1,7,8,62,52,22
SYT3,1,1,1,0,1,1,0,0
SYT4,0,0,0,1,1,0,1,0
SYT5,0,0,0,0,0,0,1,3
SYT6,0,0,0,0,0,0,0,0
SYT7,0,0,0,0,0,1,0,0
SYT8,0,0,0,0,0,0,0,0
SYT8_1,0,0,0,0,0,0,0,0
SYT9,3,3,0,2,15,10,8,6
SYT9-AS1,0,0,0,0,2,3,5,0
SYTL1,233,247,218,82,424,506,1019,403
SYTL2,45,11,87,16,185,33,486,74
SYTL3,1404,2449,1098,1065,254,187,538,278
SYTL4,1,0,0,0,4,3,0,0
SYTL5,0,0,0,0,0,0,0,0
SYVN1,195,189,205,148,714,837,1477,719
SZRD1,0,1,0,0,1,0,1,0
SZRD1_1,3,0,1,0,26,0,30,3
SZRD1P1,1,0,1,1,5,16,14,5
SZT2,242,304,394,259,844,700,1622,683
SZT2-AS1,0,0,0,0,0,0,0,0
TAAR1,0,0,1,0,3,0,0,0
TAAR2,0,0,0,0,0,0,0,0
TAAR3P,0,0,0,0,0,0,1,0
TAAR5,0,0,0,0,0,0,0,0
TAAR6,0,0,0,0,0,0,0,0
TAAR8,0,0,0,0,0,0,0,0
TAAR9,0,0,0,0,0,0,0,0
TAB1,22,24,36,9,65,28,179,34
TAB2,1721,1780,1482,1098,12902,8716,12003,8198
TAB2-AS1,0,0,0,0,0,2,2,2
TAB3,364,328,297,212,1212,756,1325,823
TAB3-AS1,5,2,4,2,24,16,45,16
TAC1,1,0,0,0,0,0,0,0
TAC3,0,2,1,0,0,0,0,0
TAC4,3,2,8,3,9,17,21,14
TACC1,2255,2306,1664,1384,4613,7070,9463,4757
TACC2,0,0,0,0,0,0,0,0
TACC3,2034,2859,1083,1055,779,2486,2344,1032
TACO1,17,20,23,8,39,40,102,46
TACR1,0,0,0,0,1,0,0,0
TACR2,1,0,0,0,0,0,1,1
TACR3,0,0,0,0,0,0,0,0
TACR3-AS1,0,0,0,0,0,0,0,0
TACSTD2,107,200,127,62,23,358,177,77
TADA1,16,24,21,10,24,17,72,18
TADA2A,1,0,0,2,3,0,3,2
TADA2A_1,0,1,0,0,0,0,0,0
TADA2B,336,698,299,270,484,1061,1306,602
TADA3,290,481,304,206,792,1140,1439,862
TAF1,249,233,282,142,1023,729,1643,831
TAF10,640,884,646,365,1928,2498,2575,1439
TAF11,143,112,133,87,511,360,680,386
TAF11L10,0,0,0,0,0,0,0,0
TAF11L11,0,0,0,0,0,0,0,0
TAF11L12,0,0,0,0,0,0,0,0
TAF11L13,0,0,0,0,0,0,0,0
TAF11L14,0,0,0,0,0,0,0,0
TAF11L2,0,0,0,0,0,0,1,0
TAF11L3,0,0,0,0,0,0,0,0
TAF11L4,0,0,0,0,0,0,0,0
TAF11L5,0,0,0,0,0,0,0,0
TAF11L6,0,0,0,0,0,0,0,0
TAF11L7,0,0,0,0,0,0,0,0
TAF11L8,0,0,0,0,0,0,0,0
TAF11L9,0,0,0,0,0,0,0,0
TAF12,217,303,189,141,615,691,823,553
TAF12-DT,0,0,2,0,0,0,1,0
TAF13,21,31,38,18,329,187,249,142
TAF15,0,0,0,0,0,0,0,0
TAF15_1,15,0,1,0,0,2,0,0
TAF1A,13,9,14,4,40,8,58,17
TAF1A-AS1,0,0,1,0,0,1,5,0
TAF1B,4,6,7,3,38,9,60,21
TAF1C,180,161,244,88,3368,1216,2132,731
TAF1D,306,248,221,167,845,777,1333,812
TAF1L,2,4,3,3,6,5,14,12
TAF2,100,108,145,69,475,343,624,324
TAF3,53,84,69,47,72,71,192,78
TAF4,40,67,43,48,35,38,89,17
TAF4_1,0,0,2,0,0,14,1,0
TAF4B,9,3,37,8,84,12,103,13
TAF5,33,33,40,26,51,59,119,60
TAF5L,132,166,103,98,103,84,184,60
TAF6,145,200,152,73,73,94,232,57
TAF6L,14,30,46,12,36,16,100,14
TAF7,989,1319,1123,891,7255,6985,8094,6372
TAF7L,0,0,0,0,2,0,1,1
TAF8,36,40,74,28,104,130,493,247
TAF9,0,0,0,0,0,0,0,0
TAF9_1,0,0,0,0,0,0,0,0
TAF9_2,0,0,0,0,0,0,0,0
TAF9B,32,27,40,29,141,56,165,69
TAFA1,1,0,0,0,1,1,1,0
TAFA2,15,22,23,6,27,89,86,46
TAFA3,0,0,0,0,0,0,0,0
TAFA4,0,0,0,0,0,0,0,0
TAFA5,0,0,0,0,0,0,0,0
TAFAZZIN,123,147,148,104,467,693,875,521
TAGAP,4239,4319,7868,2581,23192,9699,14689,7821
TAGAP-AS1,54,44,46,19,378,81,78,61
TAGLN,26,25,37,19,69,99,152,82
TAGLN2,4634,8618,4480,2629,19395,46025,30670,21826
TAGLN3,0,0,0,0,1,0,0,0
TAL1,11,2,2,1,55,10,12,10
TAL2,0,0,0,0,0,0,0,0
TALAM1,0,0,0,2,1,2,0,0
TALDO1,4637,7791,3593,2952,10510,26710,17699,12449
TAMALIN,232,80,269,121,252,60,243,114
TAMALIN-AS1,8,3,15,8,15,2,11,6
TAMM41,6,0,15,1,14,3,63,5
TAMM41_1,0,0,0,0,0,0,0,0
TANAR,0,0,0,0,0,0,0,0
TANC1,0,0,1,0,0,1,2,2
TANC2,273,108,352,82,564,269,1281,209
TANGO2,719,951,534,544,676,1101,1228,769
TANGO6,8,9,13,4,21,13,85,16
TANK,756,579,1889,619,11915,10721,16357,10352
TANK-AS1,0,0,0,0,3,3,5,2
TAOK1,888,716,654,446,3171,2063,3767,1823
TAOK2,420,457,465,228,1106,1231,2072,1258
TAOK3,501,475,402,231,2635,1065,3032,1271
TAP1,0,0,0,0,0,0,0,0
TAP1_1,0,0,0,0,0,1,0,1
TAP1_2,3,0,0,0,42,0,1,0
TAP1_3,0,2,0,51,1,0,467,0
TAP1_4,0,0,0,0,1,0,0,0
TAP1_5,0,0,0,0,1,0,1,1
TAP1_6,0,0,0,0,0,1,1,0
TAP1_7,0,0,0,0,1,0,1,0
TAP2,0,12,10,8,0,26,34,29
TAP2_1,0,0,0,0,0,0,0,1
TAP2_2,14,0,0,9,92,0,1,0
TAP2_3,0,1,0,0,0,2,7,0
TAP2_4,0,0,0,0,0,0,0,0
TAP2_5,1,0,0,14,0,0,0,40
TAP2_6,1,0,3,0,0,0,0,1
TAP2_7,0,0,0,0,0,22,0,1
TAPBP,0,0,0,0,0,0,1,1
TAPBP_1,0,1,1,0,3,1,2,1
TAPBP_2,0,1,2,0,8,14,11,10
TAPBP_3,1,2,1,1,26,27,17,14
TAPBP_4,3,2,3,0,22,23,26,14
TAPBPL,207,259,176,122,352,713,1200,440
TAPT1,263,258,133,118,317,146,371,215
TAPT1-AS1,3,5,5,1,9,7,26,6
TARBP1,30,17,60,17,96,41,286,32
TARBP2,6,5,26,10,17,14,85,13
TARDBP,496,469,463,284,1467,1032,2251,1061
TARDBPP3,0,0,0,0,2,1,1,1
TARID,0,0,0,0,0,0,0,0
TARM1,0,0,0,0,0,0,0,0
TARM1_1,0,0,0,0,0,0,0,0
TARM1_2,0,0,0,0,0,0,0,0
TARM1_3,0,0,0,0,0,0,0,0
TARM1_4,0,0,0,0,0,0,0,0
TARM1_5,0,0,0,0,0,0,0,0
TARM1_6,0,0,0,0,0,0,0,0
TARM1_7,0,0,0,0,0,0,0,0
TARM1_8,0,0,0,0,0,0,0,0
TARM1_9,0,0,0,0,0,0,0,0
TARP,11,13,8,3,7,1,25,9
TARS1,115,175,128,81,283,108,526,118
TARS1-DT,0,0,1,0,1,1,4,1
TARS2,15,13,24,9,66,53,173,50
TARS3,14,12,31,5,33,31,112,26
TAS1R1,0,2,3,0,2,6,5,1
TAS1R2,0,1,0,0,0,0,0,0
TAS1R3,21,31,20,5,9,19,16,3
TAS2R1,0,0,0,0,0,0,0,0
TAS2R10,0,0,0,0,0,0,0,0
TAS2R10_1,0,0,0,0,0,0,0,0
TAS2R10_2,0,0,0,0,0,0,0,0
TAS2R13,0,0,0,0,0,0,0,0
TAS2R13_1,0,0,0,0,0,0,0,0
TAS2R13_2,0,0,0,0,0,0,0,0
TAS2R14,0,0,0,0,0,0,0,0
TAS2R14_1,0,0,0,0,0,0,0,0
TAS2R14_2,0,0,0,0,0,0,0,0
TAS2R16,0,0,0,0,0,0,0,0
TAS2R19,0,0,0,0,0,0,0,0
TAS2R19_1,0,0,0,0,0,0,0,0
TAS2R19_2,0,0,0,0,0,0,0,0
TAS2R20,0,0,0,0,0,0,0,0
TAS2R20_1,0,0,0,0,0,0,0,0
TAS2R20_2,0,0,0,0,0,0,0,0
TAS2R3,0,0,0,0,0,0,4,1
TAS2R30,0,0,0,0,0,0,0,0
TAS2R30_1,0,0,0,0,0,0,0,0
TAS2R30_2,0,0,0,0,0,0,0,0
TAS2R31,0,0,0,0,0,0,0,0
TAS2R31_1,0,0,0,0,0,0,0,0
TAS2R31_2,0,0,0,0,0,0,0,0
TAS2R38,0,0,0,0,4,3,2,5
TAS2R39,0,0,0,0,0,0,0,0
TAS2R4,0,0,6,0,7,4,31,7
TAS2R40,7,5,1,5,0,2,4,0
TAS2R41,0,0,0,0,0,0,0,0
TAS2R41_1,0,0,0,0,0,0,0,0
TAS2R42,0,0,0,0,0,0,0,0
TAS2R42_1,0,0,0,0,0,0,0,0
TAS2R43,0,0,0,0,0,0,0,0
TAS2R43_1,0,0,0,0,0,0,0,0
TAS2R45,0,0,0,0,0,0,0,0
TAS2R45_1,0,0,0,0,0,0,0,0
TAS2R46,0,0,0,0,0,0,0,0
TAS2R46_1,0,0,0,0,0,0,0,0
TAS2R46_2,0,0,0,0,0,0,0,0
TAS2R5,1,0,2,1,1,4,13,3
TAS2R50,0,0,0,0,0,0,0,0
TAS2R50_1,0,0,0,0,0,0,0,0
TAS2R50_2,0,0,0,0,0,0,0,0
TAS2R60,0,0,0,0,0,0,0,0
TAS2R60_1,0,0,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0,0,0
TAS2R7_1,0,0,0,0,0,0,0,0
TAS2R7_2,0,0,0,0,0,0,0,0
TAS2R8,0,0,0,0,0,0,0,0
TAS2R8_1,0,0,0,0,0,0,0,0
TAS2R8_2,0,0,0,0,0,0,0,0
TAS2R9,0,0,0,0,0,0,0,0
TAS2R9_1,0,0,0,0,0,0,0,0
TAS2R9_2,0,0,0,0,0,0,0,0
TASL,262,258,278,148,1097,1310,1962,1224
TASOR,242,309,245,131,418,363,843,268
TASOR2,153,137,188,134,580,360,918,543
TASP1,7,12,5,2,17,17,61,11
TAT,0,0,0,0,0,0,1,0
TAT-AS1,0,0,0,0,0,0,0,0
TATDN1,0,0,0,0,0,0,0,0
TATDN1_1,0,0,0,0,0,0,0,0
TATDN2,457,412,565,266,2455,3111,3484,2244
TATDN3,16,31,30,12,165,268,382,172
TAX1BP1,1134,1173,859,626,4454,3404,4727,3221
TAX1BP1-AS1,0,2,1,0,1,1,2,3
TAX1BP3,4,5,8,3,2,7,12,8
TBATA,0,0,0,0,0,0,0,0
TBC1D1,312,253,193,105,653,692,789,522
TBC1D10A,221,264,241,140,613,678,1026,329
TBC1D10B,452,577,397,281,312,565,598,350
TBC1D10C,544,656,413,237,796,1649,2305,995
TBC1D12,5,3,4,1,54,35,25,13
TBC1D13,348,492,333,256,199,245,479,179
TBC1D14,553,711,623,545,229,1053,840,436
TBC1D15,605,516,942,556,1407,1669,2462,1468
TBC1D16,7,8,22,5,42,69,191,48
TBC1D16_1,0,0,0,0,0,0,0,0
TBC1D17,83,102,107,46,219,358,495,312
TBC1D19,8,6,11,6,17,12,63,3
TBC1D2,623,1031,1576,1274,392,6219,3267,1502
TBC1D20,560,625,492,367,1068,1096,1453,1032
TBC1D21,0,0,0,0,0,0,0,0
TBC1D22A,236,189,361,99,1712,1095,2421,883
TBC1D22A-AS1,0,0,0,0,0,0,0,0
TBC1D22A-DT,19,20,29,11,157,205,208,107
TBC1D22B,32,40,44,29,110,88,168,72
TBC1D23,324,296,300,174,1905,1048,1658,1145
TBC1D24,4,3,19,1,17,14,55,9
TBC1D25,130,188,158,109,291,412,523,270
TBC1D26,0,0,0,0,0,0,0,0
TBC1D26-AS1,0,0,0,0,0,0,0,0
TBC1D27P,0,0,17,0,5,5,68,5
TBC1D28,0,0,0,0,0,0,0,0
TBC1D29P,0,0,0,1,0,1,3,3
TBC1D2B,643,300,645,307,7013,9068,11004,8874
TBC1D3,0,0,0,0,0,0,0,0
TBC1D3_1,0,0,1,0,0,0,1,0
TBC1D30,748,1335,576,568,4046,2825,3632,2380
TBC1D31,10,16,26,9,19,7,135,20
TBC1D32,5,1,10,3,14,10,39,12
TBC1D3B,0,0,1,0,0,0,0,2
TBC1D3B_1,0,0,0,0,0,0,0,0
TBC1D3B_2,0,1,0,0,1,2,0,0
TBC1D3C,0,1,0,0,0,0,0,0
TBC1D3D,0,0,0,1,0,1,0,0
TBC1D3E,0,1,6,0,0,3,19,2
TBC1D3E_1,1,0,0,0,0,0,0,0
TBC1D3F,0,0,0,1,0,5,0,0
TBC1D3F_1,0,0,0,0,0,0,0,0
TBC1D3G,0,2,0,0,0,0,0,0
TBC1D3G_1,0,1,0,0,0,1,1,2
TBC1D3G_2,0,0,0,0,0,0,0,1
TBC1D3H,0,0,0,0,0,0,0,0
TBC1D3H_1,0,0,0,0,9,0,0,0
TBC1D3I,0,0,0,0,0,0,0,0
TBC1D3I_1,0,0,0,0,0,2,0,1
TBC1D3I_2,0,0,0,0,0,1,1,0
TBC1D3K,0,0,0,2,0,13,0,0
TBC1D3L,4,16,0,6,17,43,0,29
TBC1D3P1-DHX40P1,7,4,2,0,9,2,9,7
TBC1D3P2,0,0,0,0,0,0,0,0
TBC1D3P5,0,0,0,0,1,0,1,0
TBC1D4,37,35,85,14,153,77,386,47
TBC1D5,71,133,118,70,196,279,363,253
TBC1D7,26,30,22,14,13,44,45,20
TBC1D7-LOC100130357,42,52,58,52,109,76,94,53
TBC1D8,98,65,73,58,641,150,272,123
TBC1D8-AS1,0,1,1,0,1,0,4,1
TBC1D8B,2,0,0,0,1,0,5,0
TBC1D9,5,2,31,4,198,44,188,59
TBC1D9B,6,8,6,6,7,11,15,6
TBC1D9B_1,0,0,0,0,0,0,0,0
TBCA,36,76,52,53,104,173,206,92
TBCB,46,65,76,17,64,115,207,52
TBCC,332,448,225,177,706,1164,1487,899
TBCCD1,63,103,80,54,51,36,96,40
TBCD,61,31,106,35,170,65,512,111
TBCD_1,6,3,25,1,10,16,95,9
TBCE,0,0,0,0,1,0,0,0
TBCE_1,0,2,0,0,0,0,0,0
TBCEL,4,4,12,1,21,14,75,24
TBCEL-TECTA,0,0,0,0,0,0,0,0
TBCK,10,3,23,2,32,21,87,28
TBILA,0,0,0,0,0,0,0,0
TBILA_1,0,0,0,0,0,0,0,0
TBK1,446,413,626,320,7564,2635,4298,3002
TBKBP1,104,197,99,102,131,820,321,327
TBL1X,880,915,751,536,3685,2426,5620,2910
TBL1XR1,843,703,741,550,1718,2413,3735,1951
TBL1XR1-AS1,0,1,2,1,0,1,4,1
TBL1Y,0,0,0,0,0,0,0,0
TBL2,61,94,66,54,71,81,148,72
TBL3,0,0,0,0,0,0,0,0
TBL3_1,0,1,0,1,0,0,1,0
TBP,49,79,70,35,123,151,239,116
TBPL1,60,57,46,20,299,253,364,239
TBPL2,0,0,0,0,0,1,0,0
TBR1,0,0,0,0,0,0,0,0
TBRG1,382,386,377,184,2060,1427,2401,1107
TBRG4,47,59,93,44,125,124,343,74
TBX1,1,11,1,3,0,1,5,4
TBX10,0,0,0,0,0,0,0,0
TBX15,0,0,0,2,0,0,0,0
TBX18,0,0,1,0,0,0,0,0
TBX18-AS1,0,0,0,0,0,0,0,0
TBX19,11,20,20,8,29,52,51,45
TBX2,1,0,0,0,0,0,0,1
TBX20,0,0,0,0,1,0,0,0
TBX21,17,0,51,11,44,13,233,57
TBX22,0,0,0,0,0,0,0,0
TBX22_1,0,0,0,0,0,0,0,0
TBX2-AS1,0,0,0,0,0,0,0,0
TBX3,0,0,0,2,0,0,0,2
TBX3-AS1,0,0,0,0,0,0,0,0
TBX4,0,0,0,0,0,0,0,1
TBX5,1,0,0,0,0,0,0,0
TBX5-AS1,0,1,0,0,0,0,0,0
TBX6,3,3,3,3,7,2,11,9
TBXA2R,1,1,5,1,10,9,40,3
TBXAS1,1313,1514,1030,807,2177,4709,4465,2858
TBXT,2,2,0,0,1,42,2,3
TC2N,2,2,8,1,22,7,62,9
TC2N_1,0,1,0,0,0,0,2,0
TCAF1,0,0,1,0,0,1,2,1
TCAF1_1,0,0,0,0,0,0,0,0
TCAF2,2,2,5,2,3,5,8,5
TCAF2_1,3,0,7,2,9,0,20,5
TCAF2P1,0,0,0,0,0,0,0,0
TCAF2P1_1,1,0,1,0,0,0,5,1
TCAIM,74,87,61,44,28,27,83,25
TCAM1P,0,0,0,0,0,0,0,0
TCAP,4,5,18,3,41,47,51,36
TCEA1,42,29,44,22,160,99,291,93
TCEA2,13,14,24,4,56,32,93,39
TCEA3,0,0,0,0,0,0,0,0
TCEA3_1,0,0,0,0,0,0,0,0
TCEAL1,9,1,10,4,9,3,24,6
TCEAL2,0,0,0,0,0,0,0,0
TCEAL2_1,0,0,0,0,0,0,0,0
TCEAL3,43,23,49,28,43,30,71,22
TCEAL4,11,11,33,21,31,34,54,21
TCEAL5,1,0,0,0,0,0,0,0
TCEAL6,0,0,0,0,0,0,0,0
TCEAL6_1,0,0,0,0,0,0,1,0
TCEAL7,0,0,0,0,0,0,0,0
TCEAL8,12,5,18,10,19,9,50,19
TCEAL9,1,1,2,2,2,3,2,0
TCEANC,21,29,23,12,61,98,119,65
TCEANC2,83,75,82,37,349,303,703,353
TCERG1,65,50,112,27,243,76,474,113
TCERG1L,0,0,0,0,0,1,0,0
TCERG1L-AS1,0,0,0,0,0,0,0,0
TCF12,49,21,64,14,209,78,342,119
TCF12-DT,1,2,2,0,5,0,9,0
TCF15,0,0,0,0,0,1,1,0
TCF19,0,5,0,0,0,0,0,0
TCF19_1,0,0,0,0,0,0,0,0
TCF19_2,0,0,0,0,0,0,0,0
TCF19_3,0,0,0,0,0,0,0,0
TCF19_4,0,0,0,0,0,0,0,0
TCF19_5,0,0,0,0,0,0,0,0
TCF19_6,0,0,0,0,0,0,0,0
TCF20,0,6,6,4,14,13,14,14
TCF20_1,0,0,0,0,0,0,0,0
TCF20_2,0,0,0,0,0,0,1,0
TCF20_3,0,0,0,0,0,0,0,0
TCF20_4,0,0,0,0,0,0,64,0
TCF20_5,0,0,0,0,0,0,0,0
TCF20_6,0,0,0,0,0,0,0,0
TCF20_7,0,0,0,0,0,0,0,0
TCF21,0,0,0,1,0,0,0,0
TCF23,0,0,0,0,0,1,1,0
TCF24,2,1,1,0,0,0,0,0
TCF25,1278,1522,1529,874,3659,3067,5414,2967
TCF3,58,86,153,47,125,82,435,82
TCF4,13,3,33,19,55,20,211,99
TCF4-AS1,0,0,0,0,0,0,0,0
TCF7,152,94,427,52,744,374,2895,184
TCF7L1,0,0,0,0,0,0,0,0
TCF7L1_1,0,0,0,0,0,0,0,0
TCF7L1-IT1,0,0,0,0,0,0,0,0
TCF7L1-IT1_1,0,0,0,0,0,0,0,0
TCF7L2,97,97,194,55,2071,1439,2657,1477
TCFL5,73,89,140,52,5009,2985,3948,4150
TCHH,3,2,5,0,0,0,2,0
TCHHL1,0,0,0,0,0,0,0,0
TCHP,67,107,69,47,82,175,303,72
TCIM,0,0,0,0,0,0,0,0
TCIRG1,6828,7822,5895,3808,14848,25018,26671,17278
TCL1A,2,3,9,9,30,20,78,64
TCL1B,0,0,0,0,0,1,1,2
TCL6,0,0,0,0,1,0,2,5
TCN1,29,24,21,11,38,58,46,41
TCN2,6,6,3,8,6,5,6,7
TCOF1,86,80,141,46,205,151,539,155
TCP1,364,446,524,281,1638,1248,1796,1085
TCP10L,0,0,0,0,0,0,1,0
TCP10L2,0,0,0,0,0,0,0,0
TCP10L3,0,0,0,0,0,0,0,0
TCP11,0,0,0,0,0,0,0,0
TCP11L1,389,716,487,311,259,452,536,229
TCP11L2,254,208,191,126,609,966,1343,834
TCP11X1,0,0,0,0,0,0,0,0
TCP11X2,0,0,0,0,0,0,0,0
TCTA,26,64,59,27,48,227,302,94
TCTE1,0,0,0,1,4,1,1,1
TCTN1,12,28,23,15,27,57,79,46
TCTN2,4,7,5,3,12,6,43,9
TCTN3,20,13,32,4,48,21,157,19
TDG,120,151,106,93,230,303,427,235
TDH,0,0,0,0,0,0,0,0
TDH_1,0,0,0,0,0,0,0,0
TDH-AS1,0,0,0,0,0,0,0,0
TDH-AS1_1,0,0,0,0,0,0,0,0
TDO2,0,0,0,0,0,0,0,0
TDO2_1,0,0,0,0,0,0,0,0
TDP1,19,14,43,8,68,28,156,33
TDP2,1253,2556,1404,1077,5347,9792,6357,4719
TDRD1,0,1,0,0,0,0,3,0
TDRD10,0,0,0,0,2,2,1,2
TDRD12,0,1,0,0,0,1,1,0
TDRD15,0,0,0,0,0,0,0,0
TDRD15_1,0,0,0,0,0,0,0,0
TDRD3,11,2,17,2,26,15,60,16
TDRD5,0,0,0,0,0,0,0,0
TDRD6,1,3,3,1,62,34,31,32
TDRD6-AS1,0,0,0,0,0,0,0,0
TDRD7,299,360,339,242,1689,866,1845,992
TDRD9,39,39,44,28,54,170,88,18
TDRG1,0,0,0,0,0,0,0,0
TDRKH,2,6,11,2,53,13,94,14
TDRKH-AS1,0,0,1,1,3,1,12,1
TDRP,0,2,0,1,2,2,0,0
TEAD1,0,0,0,0,3,0,2,0
TEAD2,7,1,4,2,9,4,16,5
TEAD3,11,4,11,4,4,2,8,3
TEAD4,0,0,1,0,0,0,0,0
TEC,84,69,51,50,28,33,38,23
TECPR1,297,538,401,236,627,1911,1773,897
TECPR2,2069,1779,5682,1716,6341,8129,11578,6021
TECR,42,82,81,21,84,92,255,65
TECRL,0,0,0,0,0,0,0,0
TECTA,0,0,0,0,0,0,0,0
TECTB,0,0,0,0,1,0,1,0
TEDC1,16,25,27,10,29,29,77,15
TEDC2,0,0,0,0,0,0,2,0
TEDC2-AS1,0,0,0,0,1,0,0,0
TEDDM1,2,2,3,0,5,5,17,4
TEF,4,16,15,7,11,16,36,7
TEFM,6,6,16,15,40,25,70,33
TEK,1,2,0,0,5,16,8,8
TEKT1,0,0,0,0,0,0,0,0
TEKT2,2,0,0,1,0,1,3,1
TEKT3,0,0,0,0,0,1,1,0
TEKT4,0,0,0,0,1,0,1,0
TEKT4P2,0,0,0,0,0,0,4,2
TEKT5,0,0,0,0,0,0,0,0
TEKTIP1,41,46,81,35,135,132,269,110
TEKTL1,0,0,0,0,0,0,0,0
TELO2,125,195,154,65,137,134,309,70
TEN1,0,0,0,0,0,0,0,0
TEN1-CDK3,2,1,3,3,17,13,38,12
TENM1,5,12,20,1,14,20,78,6
TENM2,0,0,0,0,0,0,0,0
TENM2-AS1,0,0,0,0,0,0,0,0
TENM3,1,0,0,1,0,1,2,0
TENM3-AS1,0,0,0,0,0,0,0,0
TENM3-AS2,0,0,0,0,0,0,0,0
TENM4,0,0,0,0,0,0,0,0
TENT2,255,223,215,127,1371,1165,1775,857
TENT4A,332,419,339,365,288,180,603,176
TENT4B,125,150,99,56,142,181,351,126
TENT5A,193,163,102,93,298,141,559,234
TENT5B,4,8,49,7,7,80,41,27
TENT5C,178,105,168,87,670,165,857,401
TENT5C-DT,0,0,0,0,0,0,0,0
TENT5D,0,0,0,0,0,0,0,0
TEP1,2,0,1,0,17,8,2,4
TEP1_1,0,0,0,0,1,0,1,0
TEPSIN,338,484,376,228,997,1461,1531,1203
TERB1,0,1,1,0,1,0,0,0
TERB2,1,2,0,0,5,2,3,3
TERC,0,0,0,0,0,0,0,0
TERF1,39,44,36,30,93,54,155,63
TERF2,102,137,159,86,224,319,487,247
TERF2IP,345,462,522,229,5433,2610,3691,2499
TERLR1,0,0,0,0,0,0,0,0
TERT,0,0,2,0,0,1,0,0
TES,1315,2135,921,1034,3666,3893,2890,2837
TESC,28,24,31,8,51,47,89,33
TESC-AS1,0,0,0,0,0,0,0,0
TESHL,0,0,0,0,0,0,1,0
TESK1,112,138,181,96,242,446,642,455
TESK2,202,79,329,100,2337,2304,2633,2271
TESMIN,7,13,11,14,11,15,25,17
TESPA1,60,26,137,13,248,132,1012,43
TET1,1,0,1,0,1,0,3,0
TET2,3513,2773,2206,1839,8270,7172,9940,6988
TET2-AS1,1,0,4,1,1,1,3,3
