"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexp"
"ADAM20",16.0498328520536,1.58323142542323,0.532971993627542,2.97057152036705,0.00297246183420884,0.0123197159470316,"up"
"ADAM20P1",2.38789884446438,0.840753607195191,1.05502052396324,0.796907347391553,0.425504843410852,0.621295684180239,"insignificant"
"ADAM22",3.48034975804266,1.11920923272183,1.09149453405854,1.02539151392745,0.305178490680533,0.502435628839522,"insignificant"
"ADAM28",191.32388861014,0.542001867740671,0.539076699057358,1.00542625694716,0.314691641828129,0.512483903417692,"insignificant"
"ADAM8",28719.0204663607,0.763943024209812,0.331685800730535,2.30321292779864,0.0212668658069806,0.065083253950728,"insignificant"
"ADAM9",1271.48304795181,-2.75985687307844,0.437049139034414,-6.31475188162108,2.70595262274285e-10,4.57176012986554e-09,"down"
"ADAMDEC1",12.9655511576278,3.7965227210773,1.07766509743554,3.52291517105981,0.000426827950596231,0.00222185985988136,"up"
"ADAMTS10",69.6564769362606,0.779135140142987,1.12119428356275,0.694915369767294,0.487108340009494,0.674024785878741,"insignificant"
"ADAMTS17",7.05452375204687,0.302812946518663,0.802445995787255,0.37736239959872,0.705904305645579,0.835851188536418,"insignificant"
"ADAMTS6",5.22220521448991,0.889564222550317,0.772058235461788,1.15219834682321,0.24923957687333,0.438271979512743,"insignificant"
"ADAMTS7",3.70080038230676,1.45325667536865,0.937809243346301,1.54962929367504,0.121230517760826,0.260227659072726,"insignificant"
"ADAMTSL4",1543.94975154355,0.553142162571392,0.291381575452164,1.89834296047384,0.057650918205553,0.145809055425582,"insignificant"
"ADAMTSL4-AS1",168.963330168714,0.895742011999404,0.305714584161826,2.92999437516286,0.00338968139585498,0.0138121930706297,"up"
"ADAMTSL4-AS2",267.650225000725,0.972880530643596,0.348295897633134,2.79325865522639,0.00521799501043199,0.0200232310392873,"up"
"ADAP1",347.622985362718,-0.155711644732577,0.364953241653508,-0.426661903390934,0.669625602495487,0.812070662244689,"insignificant"
"ADAR",12210.0341350098,1.5336575949163,0.286636096139465,5.35053894318351,8.76926786068136e-08,9.80586628698734e-07,"up"
"ADARB1",641.938989327578,-1.39255834287785,0.356951661242411,-3.90125188948803,9.56965110174952e-05,0.000574253278211227,"down"
"ADAT1",899.21159153831,2.2933078957585,0.305877814110175,7.49746398714773,6.5064342543308e-14,1.81757358339393e-12,"up"
"ADAT2",34.9903213395575,0.362112768813989,0.509646327715433,0.710517763244198,0.477383119564752,0.665725004057319,"insignificant"
"ADAT3",28.8526621422164,-2.10561329726665,0.541259669910052,-3.89020910724157,0.000100157876683956,0.000599166331488562,"down"
"ADCK1",9.6396758102765,0.111995368409043,0.72604616181099,0.154253784814028,0.87740963547047,0.939903891364366,"insignificant"
"ADCK2",38.3338373186048,-1.51258807217925,0.38723560981018,-3.90611822327165,9.37906377660012e-05,0.000564128997305338,"down"
"ADCY10",1.81171282699199,0.217921958305088,1.18612614411775,0.183725786153361,0.854228578818996,0.927006625468254,"insignificant"
"ADCY10P1",81.9626807958425,0.624577364781002,0.429880048149131,1.45291080028056,0.146248521864786,0.298751600366873,"insignificant"
"ADCY3",33.0477613043722,1.07880391463945,0.447709619600062,2.40960628811849,0.0159697436378709,0.051328712884671,"insignificant"
"ADCY5",1.70546203353746,1.46639649067782,1.33174224559228,1.1011113415762,0.270848201479554,0.464059685923695,"insignificant"
"ADCY7",943.080568107197,0.348451314168431,0.260660713181607,1.33680027924138,0.181287838034282,0.349794632000852,"insignificant"
"ADCY9",39.9825726144583,-0.0622847743441519,0.608307817324626,-0.102390225097031,0.918446942137805,0.961632154558194,"insignificant"
"ADD1",1395.99866277125,0.193614784768247,0.258111763255392,0.750119957053923,0.453182460885394,0.645489093810958,"insignificant"
"ADD2",8.82381054518625,-0.650455656482348,0.809525105688429,-0.803502759718852,0.421684202306114,0.618400901628866,"insignificant"
"ADD3",596.382640761115,-0.34627388266197,0.296561978487128,-1.16762736891776,0.242957105450172,0.430009625337016,"insignificant"
"ADGRB1",34.7530801723305,1.9089579736873,0.526924739680823,3.62282851787073,0.000291399015263651,0.0015826909097505,"up"
"ADGRE1",1695.47838153505,3.08977727109164,0.425548765458102,7.26068907229823,3.85123302409703e-13,9.7229498011298e-12,"up"
"ADGRE2",8058.98664684432,0.796818489401136,0.485077790355973,1.6426612498923,0.100453040433803,0.224817245662116,"insignificant"
"ADGRE3",3644.37739357378,0.312488490970369,0.22775971710887,1.37200947971409,0.170060486753502,0.334034280111334,"insignificant"
"ADGRE4P",1042.09777192035,0.157322299820472,0.346074180064867,0.454591266505302,0.64940331901531,0.79756890445845,"insignificant"
"ADGRE5",7626.14180200439,1.80231253500612,0.374049578089734,4.81837874062177,1.44729442271917e-06,1.29096994155631e-05,"up"
"ADGRF3",2.97083583574768,-0.421952745761727,1.06477065842465,-0.396285098977101,0.691894718651375,0.82752246463501,"insignificant"
"ADGRG1",149.705551769572,-0.499661640813126,0.448241144088554,-1.11471614643749,0.264972079608996,0.457464067830078,"insignificant"
"ADGRG2",7.26447178632846,-0.614471433630967,0.616398693886775,-0.996873354413431,0.318825986739511,0.516665023118396,"insignificant"
"ADGRG3",15996.683464299,-0.585239957154424,0.248492405450791,-2.35516234829285,0.0185146147239037,0.057955537513579,"insignificant"
